FUND TYPE,DEPARTMENT CODE,DEPARTMENT DESCRIPTION,FUND CODE,FUND DESCRIPTION,ORGANIZATION CODE,ORGANIZATION DESCRIPTION,DIVISION CODE,DIVISION DESCRIPTION,SECTION CODE,SECTION DESCRIPTION,SUB-SECTION CODE,SUB-SECTION DESCRIPTION,SCHEDULE / GRADE,BARGAINING UNIT,TITLE CODE,TITLE DESCRIPTION,BUDGETED UNIT,TOTAL BUDGETED UNIT,POSITION CONTROL,BUDGETED PAY RATE,TOTAL BUDGETED AMOUNT
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4408,Contracts,3 00,20,1580,Supervisor of Contracts,Annual,1,1,$104748.00,$104748.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4408,Contracts,B 13,1,1482,Contract Review Specialist II,Annual,1,1,$74676.00,$74676.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4408,Contracts,BX 16,20,0309,Coordinator of Special Projects,Annual,1,1,$91476.00,$91476.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4408,Contracts,BX 16,20,0309,Coordinator of Special Projects,Annual,1,1,$75960.00,$75960.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4408,Contracts,B 13,1,0308,Staff Assistant,Annual,1,1,$78204.00,$78204.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4408,Contracts,B 13,1,0308,Staff Assistant,Annual,1,1,$68028.00,$68028.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4408,Contracts,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,$4545.00,$4545.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4408,Contracts,1 00,0,0011,Contract Wage Increment - Salary,Annual,0,0,$1104.00,$1104.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4410,Departmental Finance,1 00,9,9679,Deputy Commissioner,Annual,1,1,$120444.00,$120444.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4410,Departmental Finance,2 0,53,9532,Stores Laborer,Hourly,4,1,$39.20,$326144.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4410,Departmental Finance,2 0,53,1819,Chief Storekeeper,Hourly,4,1,$40.30,$335296.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4410,Departmental Finance,BX 16,10,1814,Coordinator of Warehouse Operations,Annual,1,1,$79596.00,$79596.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4410,Departmental Finance,BX 17,10,1812,Manager of Warehouse Operations,Annual,1,1,$100344.00,$100344.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4410,Departmental Finance,BX 12,20,0810,Executive Secretary II,Annual,1,1,$62220.00,$62220.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4410,Departmental Finance,B 10,1,0431,Clerk IV,Annual,1,1,$68028.00,$68028.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4410,Departmental Finance,3 00,9,0311,Projects Administrator,Annual,1,1,$85848.00,$85848.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4410,Departmental Finance,B 13,1,0308,Staff Assistant,Annual,1,1,$74676.00,$74676.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4410,Departmental Finance,B 13,1,0308,Staff Assistant,Annual,1,1,$71292.00,$71292.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4410,Departmental Finance,3 00,0,0118,Director of Finance,Annual,1,1,$102684.00,$102684.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4410,Departmental Finance,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,$1728.00,$1728.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4410,Departmental Finance,1 00,0,0012,Contract Wage Increment - Prevailing Rate,Annual,0,0,$8731.00,$8731.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4410,Departmental Finance,1 00,0,0011,Contract Wage Increment - Salary,Annual,0,0,$1069.00,$1069.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4411,Revenue Management,GY 06,10,0228,Principal Revenue Analyst,Annual,2,1,$75792.00,$151584.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4411,Revenue Management,BX 17,20,0126,Financial Officer,Annual,1,1,$110088.00,$110088.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4411,Revenue Management,G 07,4,0104,Accountant IV,Annual,2,1,$97812.00,$195624.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4411,Revenue Management,1 00,0,0011,Contract Wage Increment - Salary,Annual,0,0,$978.00,$978.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4412,MIS - Departmental,1 00,9,9679,Deputy Commissioner,Annual,1,1,$120408.00,$120408.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4412,MIS - Departmental,BX 15,10,0653,Web Author,Annual,1,1,$56124.00,$56124.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4412,MIS - Departmental,B 15,1,0627,Senior Telecommunications Specialist,Annual,1,1,$59244.00,$59244.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4412,MIS - Departmental,3 00,0,0603,Assistant Director of Information Systems,Annual,1,1,$98688.00,$98688.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4412,MIS - Departmental,B 10,1,0431,Clerk IV,Annual,1,1,$42372.00,$42372.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4412,MIS - Departmental,3 00,9,0311,Projects Administrator,Annual,1,1,$72492.00,$72492.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4412,MIS - Departmental,BX 16,20,0309,Coordinator of Special Projects,Annual,1,1,$83340.00,$83340.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4412,MIS - Departmental,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,$2946.00,$2946.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4412,MIS - Departmental,1 00,0,0011,Contract Wage Increment - Salary,Annual,0,0,$508.00,$508.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4414,Capital Finance,1 00,9,9813,Managing Deputy Commissioner,Annual,1,1,$148644.00,$148644.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4414,Capital Finance,3 00,10,2926,Supervisor of Grants Administration,Annual,1,1,$89340.00,$89340.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4414,Capital Finance,BX 13,10,0801,Executive Administrative Assistant I,Annual,1,1,$46596.00,$46596.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4414,Capital Finance,3 00,20,0383,Director of Administrative Services,Annual,1,1,$97692.00,$97692.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4414,Capital Finance,GY 07,10,0144,Fiscal Policy Analyst,Annual,1,1,$82668.00,$82668.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4414,Capital Finance,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,$1092.00,$1092.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4415,Development,3 00,10,6055,Mechanical Engineer V,Annual,1,1,$96732.00,$96732.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4415,Development,G 08,4,5814,Electrical Engineer IV,Annual,1,1,$106836.00,$106836.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4415,Development,3 00,20,5616,Supervising Engineer,Annual,1,1,$105084.00,$105084.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4415,Development,3 00,20,5410,Coordinating Architect,Annual,1,1,$105084.00,$105084.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4415,Development,3 00,20,5410,Coordinating Architect,Annual,1,1,$96732.00,$96732.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4415,Development,B 15,1,1572,Chief Contract Expediter,Annual,1,1,$85764.00,$85764.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4415,Development,3 00,9,0313,Assistant Commissioner,Annual,1,1,$106848.00,$106848.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4415,Development,3 00,9,0311,Projects Administrator,Annual,1,1,$100656.00,$100656.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4415,Development,B 10,1,0302,Administrative Assistant II,Annual,1,1,$56544.00,$56544.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4415,Development,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,$1288.00,$1288.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4415,Development,1 00,0,0011,Contract Wage Increment - Salary,Annual,0,0,$1246.00,$1246.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4416,Payments,B 14,4,2905,Coordinator of Grants Management,Annual,1,1,$54000.00,$54000.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4416,Payments,B 10,1,0431,Clerk IV,Annual,1,1,$53904.00,$53904.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4416,Payments,G 06,4,0192,Auditor II,Annual,1,1,$58536.00,$58536.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4416,Payments,B 11,1,0190,Accounting Technician II,Annual,1,1,$71292.00,$71292.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4416,Payments,B 11,1,0190,Accounting Technician II,Annual,1,1,$68028.00,$68028.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4416,Payments,B 11,1,0190,Accounting Technician II,Annual,2,1,$64992.00,$129984.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4416,Payments,BX 14,10,0156,Supervisor of Voucher Auditing,Annual,1,1,$83340.00,$83340.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4416,Payments,BX 15,10,0134,Financial Analyst,Annual,1,1,$64524.00,$64524.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4416,Payments,3 00,0,0118,Director of Finance,Annual,1,1,$86700.00,$86700.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4416,Payments,G 06,4,0103,Accountant III,Annual,1,1,$89676.00,$89676.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4416,Payments,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,$2269.00,$2269.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4416,Payments,1 00,0,0011,Contract Wage Increment - Salary,Annual,0,0,$2627.00,$2627.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4417,Design and Construction,1 00,9,9679,Deputy Commissioner,Annual,1,1,$120444.00,$120444.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4417,Design and Construction,3 00,9,0311,Projects Administrator,Annual,1,1,$107916.00,$107916.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4417,Design and Construction,3 00,9,0311,Projects Administrator,Annual,1,1,$99348.00,$99348.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4417,Design and Construction,3 00,9,0311,Projects Administrator,Annual,3,1,$85872.00,$257616.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4417,Design and Construction,3 00,9,0311,Projects Administrator,Annual,1,1,$81696.00,$81696.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4420,Planning,1 00,9,9813,Managing Deputy Commissioner,Annual,1,1,$130380.00,$130380.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4420,Planning,3 00,20,1440,Coordinating Planner II,Annual,1,1,$106848.00,$106848.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4420,Planning,3 00,9,0311,Projects Administrator,Annual,1,1,$73224.00,$73224.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4420,Planning,B 13,1,0308,Staff Assistant,Annual,1,1,$78204.00,$78204.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4420,Planning,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,$936.00,$936.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4420,Planning,1 00,0,0011,Contract Wage Increment - Salary,Annual,0,0,$391.00,$391.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4430,Property Management,1 00,9,9679,Deputy Commissioner,Annual,1,1,$113412.00,$113412.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4430,Property Management,BX 15,10,1665,Chief Leasing Agent,Annual,1,1,$91476.00,$91476.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4430,Property Management,3 00,20,1440,Coordinating Planner II,Annual,1,1,$102684.00,$102684.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4430,Property Management,3 00,9,0311,Projects Administrator,Annual,1,1,$68724.00,$68724.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4510,Legal/Government Affairs,1 00,9,9813,Managing Deputy Commissioner,Annual,1,1,$148488.00,$148488.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4510,Legal/Government Affairs,3 00,0,1646,Attorney,Annual,1,1,$85020.00,$85020.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4510,Legal/Government Affairs,3 00,9,0313,Assistant Commissioner,Annual,1,1,$84996.00,$84996.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4510,Legal/Government Affairs,3 00,9,0313,Assistant Commissioner,Annual,1,1,$82500.00,$82500.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4510,Legal/Government Affairs,B 13,1,0308,Staff Assistant,Annual,1,1,$71292.00,$71292.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4510,Legal/Government Affairs,1 00,0,0015,Schedule Salary Adjustments,Annual,0,0,$846.00,$846.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4510,Legal/Government Affairs,1 00,0,0011,Contract Wage Increment - Salary,Annual,0,0,$356.00,$356.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4606,Airfield Operations,1 00,9,9813,Managing Deputy Commissioner,Annual,1,1,$119256.00,$119256.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4606,Airfield Operations,BX 17,10,7026,Chief Airport Operations Supervisor,Annual,2,1,$110088.00,$220176.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4606,Airfield Operations,BX 17,10,7026,Chief Airport Operations Supervisor,Annual,1,1,$95820.00,$95820.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4606,Airfield Operations,V 16,54,7025,Assistant Chief Airport Operations Supervisor,Annual,1,1,$119880.00,$119880.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4606,Airfield Operations,V 16,54,7025,Assistant Chief Airport Operations Supervisor,Annual,1,1,$109272.00,$109272.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4606,Airfield Operations,V 16,54,7025,Assistant Chief Airport Operations Supervisor,Annual,1,1,$71232.00,$71232.00
Local,85,DEPARTMENT OF AVIATION,0740,O HARE REVENUE FUND,1005,AVIATION,2015,CHICAGO-O'HARE INT'L AIRPORT,3015,Chicago-O'Hare International Airport,4606,Airfield Operations,V 15,54,7021,Airport Operations Supervisor II,Annual,4,1,$109272.00,$437088.00
